CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AGE_YEARS,YEARS_EMPLOYED,CNT_FAM_MEMBERS,STATUS
F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,51.0,0.0,2.0,0
F,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,39.0,2.0,3.0,0
F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,48.0,2.0,2.0,0
F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,48.0,2.0,2.0,1
F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,30.0,6.0,4.0,0
F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,30.0,6.0,4.0,1
M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,24.0,2.0,1.0,0
F,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,21.0,2.0,1.0,0
F,N,Y,0,94500.0,Pensioner,Higher education,Married,House / apartment,61.0,0.0,2.0,0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,6.0,2.0,0
F,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,28.0,9.0,2.0,0
F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,49.0,2.0,3.0,0
M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,With parents,39.0,4.0,3.0,0
F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,28.0,9.0,2.0,0
F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,28.0,9.0,2.0,1
M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,16.0,2.0,0
M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,40.0,8.0,4.0,0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,11.0,2.0,0
M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,33.0,3.0,3.0,1
M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,33.0,3.0,3.0,0
F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,12.0,3.0,0
F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,36.0,2.0,1.0,0
M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.0,11.0,4.0,0
M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,8.0,2.0,0
F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,24.0,1.0,2.0,1
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.0,1.0,1.0,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.0,0.0,1.0,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.0,0.0,1.0,1
F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,26.0,4.0,2.0,0
M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,50.0,0.0,2.0,1
M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,50.0,0.0,2.0,0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.0,10.0,2.0,0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.0,10.0,2.0,1
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,2.0,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,2.0,1
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,9.0,2.0,0
F,Y,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,2.0,0
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.0,3.0,2.0,1
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.0,3.0,2.0,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.0,16.0,2.0,1
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.0,16.0,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,2.0,1
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,34.0,2.0,2.0,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,34.0,2.0,2.0,1
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,2.0,2.0,0
M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29.0,3.0,2.0,0
F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52.0,14.0,1.0,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.0,6.0,2.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,3.0,3.0,0
F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,44.0,25.0,1.0,0
F,N,N,0,202500.0,State servant,Higher education,Married,With parents,40.0,4.0,2.0,0
F,N,N,0,202500.0,State servant,Higher education,Married,With parents,40.0,4.0,2.0,1
F,N,N,0,40500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,58.0,0.0,1.0,1
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.0,5.0,2.0,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.0,7.0,2.0,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,2.0,0
F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,2.0,0
F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44.0,5.0,1.0,1
F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44.0,5.0,1.0,0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,1.0,0
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,0.0,2.0,0
M,Y,N,0,267750.0,Working,Higher education,Married,House / apartment,58.0,13.0,2.0,0
F,N,N,0,139500.0,Working,Higher education,Separated,House / apartment,44.0,19.0,1.0,0
M,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,15.0,2.0,0
M,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,15.0,2.0,1
M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,29.0,7.0,2.0,0
M,N,N,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,58.0,0.0,2.0,0
M,N,N,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,58.0,0.0,2.0,1
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.0,14.0,2.0,0
F,Y,N,0,900000.0,Working,Higher education,Single / not married,House / apartment,52.0,20.0,1.0,1
M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,41.0,2.0,2.0,0
M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,41.0,2.0,2.0,1
M,Y,N,0,115290.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,2.0,0
M,Y,N,0,115290.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,2.0,1
F,N,N,2,225000.0,Working,Higher education,Married,House / apartment,31.0,5.0,4.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,26.0,3.0,3.0,0
F,N,N,0,450000.0,State servant,Higher education,Married,House / apartment,40.0,15.0,2.0,0
M,N,N,0,279000.0,State servant,Higher education,Single / not married,House / apartment,30.0,9.0,1.0,1
M,N,N,0,279000.0,State servant,Higher education,Single / not married,House / apartment,30.0,9.0,1.0,0
F,N,N,1,76500.0,Working,Higher education,Civil marriage,House / apartment,34.0,1.0,3.0,0
M,N,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.0,1.0,2.0,0
F,N,N,2,67500.0,Commercial associate,Higher education,Married,House / apartment,28.0,1.0,4.0,0
M,N,N,0,234000.0,Working,Incomplete higher,Married,House / apartment,38.0,6.0,2.0,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,53.0,1.0,1.0,1
F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,53.0,1.0,1.0,0
F,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,54.0,3.0,2.0,0
M,N,N,0,108000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,22.0,4.0,1.0,1
M,N,N,0,108000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,22.0,4.0,1.0,0
M,N,N,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,0.0,2.0,0
M,N,N,0,198000.0,Working,Secondary / secondary special,Single / not married,With parents,24.0,3.0,1.0,0
M,Y,N,0,360000.0,State servant,Higher education,Married,Municipal apartment,41.0,3.0,2.0,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,0.0,2.0,0
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,2.0,0
F,N,N,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,26.0,5.0,2.0,0
F,Y,N,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,38.0,2.0,2.0,1
M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,With parents,40.0,9.0,2.0,0
F,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,47.0,4.0,2.0,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,54.0,27.0,2.0,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,54.0,27.0,2.0,1
F,N,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,36.0,12.0,2.0,0
F,N,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,36.0,12.0,2.0,1
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,33.0,2.0,2.0,0
F,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,8.0,4.0,0
M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,2.0,0
M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,32.0,3.0,2.0,0
F,N,N,0,202500.0,Working,Higher education,Married,House / apartment,44.0,14.0,2.0,0
F,N,N,0,202500.0,Working,Higher education,Married,House / apartment,44.0,14.0,2.0,1
F,N,N,0,157500.0,Working,Incomplete higher,Married,House / apartment,46.0,7.0,2.0,0
F,N,N,0,157500.0,Working,Incomplete higher,Married,House / apartment,46.0,7.0,2.0,1
M,Y,N,2,180000.0,Working,Incomplete higher,Married,House / apartment,34.0,6.0,4.0,0
M,Y,N,1,112500.0,Working,Secondary / secondary special,Separated,Co-op apartment,33.0,3.0,2.0,0
F,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,3.0,2.0,0
M,Y,N,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,2.0,2.0,0
F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.0,5.0,2.0,0
F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.0,5.0,2.0,1
F,N,N,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,52.0,27.0,2.0,0
F,N,N,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,52.0,27.0,2.0,1
F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.0,0.0,1.0,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,9.0,2.0,0
F,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,2.0,2.0,0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,2.0,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,32.0,2.0,1.0,1
F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,32.0,2.0,1.0,0
F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,2.0,1.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,23.0,5.0,2.0,0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,64.0,0.0,1.0,0
F,Y,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,2.0,2.0,0
F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,37.0,8.0,2.0,0
F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,10.0,3.0,0
F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,3.0,4.0,0
M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,48.0,0.0,2.0,0
M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,0.0,2.0,0
F,N,N,0,238500.0,Working,Secondary / secondary special,Married,House / apartment,53.0,9.0,2.0,0
F,N,N,0,238500.0,Working,Secondary / secondary special,Married,House / apartment,53.0,9.0,2.0,1
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,27.0,6.0,2.0,0
M,Y,N,1,144000.0,Working,Incomplete higher,Married,House / apartment,28.0,1.0,3.0,0
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,2.0,0
M,N,N,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,23.0,3.0,1.0,0
M,N,N,0,117000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,10.0,1.0,0
F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,51.0,30.0,2.0,0
M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,28.0,5.0,1.0,0
F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,53.0,0.0,1.0,1
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,43.0,1.0,2.0,0
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.0,0.0,1.0,0
F,N,N,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,64.0,0.0,1.0,0
F,N,N,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,2.0,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,32.0,1.0,2.0,0
F,Y,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,30.0,1.0,2.0,0
M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,26.0,5.0,1.0,1
M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,26.0,5.0,1.0,0
F,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,53.0,12.0,1.0,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,27.0,7.0,2.0,0
M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,4.0,2.0,0
F,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,53.0,20.0,2.0,0
F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,12.0,2.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,7.0,2.0,0
F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,37.0,2.0,2.0,1
F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,37.0,2.0,2.0,0
M,Y,N,0,270000.0,Working,Higher education,Single / not married,House / apartment,25.0,5.0,1.0,0
M,N,N,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,9.0,1.0,0
M,Y,N,2,445500.0,State servant,Higher education,Married,Municipal apartment,41.0,19.0,4.0,0
F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,1.0,0
F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,1.0,1
F,Y,N,0,382500.0,Working,Higher education,Married,House / apartment,42.0,11.0,2.0,0
F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,9.0,3.0,0
F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,15.0,2.0,0
F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,15.0,2.0,1
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,1.0,2.0,0
M,Y,N,0,166500.0,Working,Higher education,Married,With parents,29.0,5.0,2.0,0
F,N,N,0,135000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,36.0,15.0,2.0,0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,35.0,1.0,2.0,0
F,N,N,0,81000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,49.0,4.0,1.0,1
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,0.0,2.0,0
M,N,N,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,34.0,1.0,2.0,0
F,N,N,0,99000.0,Commercial associate,Higher education,Married,House / apartment,28.0,2.0,2.0,0
M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Separated,With parents,28.0,2.0,1.0,0
M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Separated,With parents,28.0,2.0,1.0,1
M,Y,N,0,225000.0,Working,Higher education,Civil marriage,Rented apartment,40.0,3.0,2.0,0
M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,41.0,18.0,4.0,0
M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,41.0,18.0,4.0,1
F,N,Y,2,157500.0,State servant,Higher education,Married,House / apartment,42.0,4.0,4.0,0
F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,Municipal apartment,27.0,5.0,4.0,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,2.0,0
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,36.0,3.0,1.0,0
F,Y,N,1,157500.0,Working,Higher education,Married,House / apartment,33.0,6.0,3.0,0
F,Y,Y,2,90000.0,State servant,Higher education,Married,House / apartment,30.0,1.0,4.0,1
F,Y,Y,2,90000.0,State servant,Higher education,Married,House / apartment,30.0,1.0,4.0,0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,10.0,2.0,0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,10.0,2.0,1
F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House / apartment,35.0,1.0,4.0,1
F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House / apartment,35.0,1.0,4.0,0
M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,55.0,20.0,2.0,0
F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,6.0,4.0,0
F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,6.0,4.0,1
F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,23.0,4.0,1.0,1
F,Y,N,2,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,35.0,0.0,4.0,0
F,Y,Y,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,35.0,12.0,4.0,0
M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63.0,0.0,2.0,0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,21.0,2.0,0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,21.0,2.0,1
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,46.0,9.0,3.0,0
F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,11.0,2.0,0
F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,11.0,2.0,1
M,Y,Y,0,495000.0,Pensioner,Higher education,Single / not married,House / apartment,63.0,0.0,1.0,0
M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Office apartment,40.0,7.0,4.0,0
F,N,Y,0,135000.0,Working,Incomplete higher,Married,House / apartment,46.0,10.0,2.0,0
M,Y,Y,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.0,2.0,3.0,0
F,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,34.0,8.0,3.0,0
F,N,Y,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,6.0,4.0,0
F,N,Y,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,6.0,4.0,1
M,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,2.0,0
F,N,Y,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,30.0,10.0,3.0,0
F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,35.0,2.0,2.0,0
F,N,N,0,99000.0,Commercial associate,Higher education,Single / not married,With parents,30.0,7.0,1.0,1
F,N,N,0,99000.0,Commercial associate,Higher education,Single / not married,With parents,30.0,7.0,1.0,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,57.0,6.0,2.0,1
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,57.0,6.0,2.0,0
M,Y,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.0,0.0,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,2.0,0
F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,60.0,23.0,2.0,0
F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,60.0,23.0,2.0,1
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,51.0,8.0,2.0,0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,51.0,8.0,2.0,1
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,47.0,7.0,1.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,45.0,13.0,2.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,45.0,13.0,2.0,1
F,N,Y,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,50.0,21.0,1.0,1
F,N,Y,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,50.0,21.0,1.0,0
F,N,Y,0,279000.0,State servant,Higher education,Single / not married,House / apartment,30.0,2.0,1.0,0
